1006914|1000000
1007783|1000000
1009462|1000000
1009453|1000000
1009460|1000131
1007961|1000000
1009454|1000000
1009456|1000000
1009452|1000000
1009455|1000131
1009457|1000000
1007569|1000000
1007509|1000000
1006906|1000000
1007705|1000000
1009481|1000000
1007637|1000000
1007885|1000000
1007663|1000000
1007356|1000000
1007662|1000000
1008148|1000000
1006508|1000000
1007867|1000000
1007972|1000000
1008015|1000000
1007958|1000000
1008152|1000000
1007575|1000000
1007697|1000000
1007546|1000000
1007568|1000000
1007568|1000000
1007568|1000000
1007568|1000000
1007549|1000000
1007785|1000000
1007673|1000000
1007923|1000000
1007770|1000000
1007775|1000000
1008068|1000000
1007914|1000000
1007996|1000000
1007873|1000000
1008016|1000000
1008109|1000000
1008132|1000000
1008058|1000000
1008119|1000000
1008127|1000000
1007750|1000000
1008085|1000000
1007998|1000000
1007953|1000000
1008113|1000000
1007532|1000000
1007367|1000000
1007650|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007348|1000000
1007388|1000000
1007346|1000000
1007419|1000000
1007594|1000000
1007956|1000000
1007553|1000000
1008056|1000000
1007624|1000000
1007926|1000000
1007886|1000000
1007473|1000000
1007473|1000000
1007473|1000000
1007630|1000000
1008154|1000000
1007361|1000000
1007939|1000000
1008048|1000000
1007979|1000000
1008103|1000000
1007970|1000000
1007906|1000000
1007586|1000000
1007758|1000000
1007759|1000000
1007455|1000000
1008029|1000000
1007364|1000000
1007989|1000000
1007959|1000000
1007431|1000000
1007382|1000000
1007557|1000000
1007398|1000000
1007577|1000000
1007869|1000000
1007608|1000000
1007541|1000000
1007717|1000000
1007464|1000000
1007739|1000000
1007565|1000000
1007844|1000000
1007726|1000000
1007707|1000000
1007462|1000000
1007760|1000000
1007728|1000000
1007578|1000000
1007547|1000000
1007492|1000000
1007566|1000000
1007623|1000000
1007757|1000000
1007567|1000000
1007391|1000000
1007865|1000000
1007667|1000000
1007779|1000000
1007871|1000000
1007766|1000000
1007409|1000000
1007824|1000000
1007505|1000000
1007808|1000000
1007895|1000000
1007642|1000000
